"Listing Number","Property Type","Short Address","List Price","Parcel ID","Sold Date","Sold Price","Sold Price/SqFt","SqFt - Living","SqFt - Total","Subdivision","Waterfront","Days On Market"
"RX-10561452","Residential","2580 S Ocean Boulevard 2c7","2900000.00","50434423090020037","2019-11-12","2790000.00","1052.83","2650.00","3810.00","PALM BEACH STRATFORD CONDO","Yes","28"
"RX-10477498","Residential","3250 S Ocean Boulevard 106s","535000.00","50434426030021060","2019-11-14","510000.00","291.76","1748.00","1748.00","DORCHESTER OF PALM BEACH CONDO","Yes","325"
"RX-10461226","Residential","2730 S Ocean Boulevard 209","375000.00","50434423130002090","2019-11-12","400000.00","326.53","1225.00","1225.00","AMBASSADOR HOTEL CO OP APTS","Yes","34"
"RX-10445535","Residential","2730 S Ocean Boulevard 502","319000.00","50434423130005020","2019-11-12","400000.00","326.53","1225.00","1225.00","Ambassador Hotel","Yes","68"
"RX-10445533","Residential","2730 S Ocean Boulevard 501","219000.00","50434423130005010","2019-11-12","300000.00","405.40","740.00","740.00","AMBASSADOR HOTEL CO OP APTS","Yes","68"
"RX-10393431","Residential","2730 S Ocean Boulevard #508/512","262000.00","5043442313130005080","2019-11-12","400000.00","444.93","899.00","899.00","Ambassador Hotel","Yes","270"
"RX-10405569","Residential","2730 S Ocean Boulevard 716","117500.00","504344231300007160","2019-11-12","240000.00","342.85","700.00","814.00","AMBASSADOR HOTEL CO OP APTS","Yes","219"
"RX-10556733","Residential","3474 S Ocean Boulevard 0060","565000.00","50434435150000060","2019-11-20","540000.00","365.35","1478.00","1800.00","OCEAN CAY OF PALM BEACH","Yes","73"
"RX-10540168","Residential","3230 S Ocean Boulevard C306","290000.00","50434426010003060","2019-11-20","259650.00","220.79","1176.00","1176.00","LA RENAISSANCE","Yes","111"
"RX-10569425","Residential","2774 S Ocean Boulevard 307","389000.00","50434423110003070","2019-11-20","367000.00","436.38","841.00","900.00","AMBASSADOR SOUTH DEV CORP","Yes","18"
"RX-10482561","Residential","3475 S Ocean Boulevard 415","349000.00","50434435020004150","2019-11-21","330000.00","236.55","1395.00","1395.00","LA BONNE VIE CONDO","Yes","332"
"RX-10451075","Residential","2295 S Ocean Boulevard 325","795000.00","50434414040003250","2019-11-22","715000.00","364.98","1959.00","1959.00","Harbour House","Yes","439"
"RX-10556097","Residential","2774 S Ocean Boulevard 704","589000.00","50434423110007040","2019-11-25","580000.00","448.22","1294.00","1500.00","AMBASSADOR SOUTH DEV CORP","Yes","14"
"RX-10512970","Residential","2784 S Ocean Boulevard 103e","875000.00","50434423050031030","2019-12-02","760000.00","376.05","2021.00","2970.00","COVE CONDO","Yes","50"
"RX-10508525","Residential","2335 S Ocean Boulevard D12","1399500.00","50434414030040120","2019-12-04","1200000.00","427.04","2810.00","2810.00","TRES VIDAS OF PALM BEACH","No","264"
"RX-10401367","Residential","2155 Ibis Isle Road E Te","1575000.00","50434415290000220","2019-12-04","1200000.00","445.76","2692.00","5700.00","TOWER VALLENCAY OF IBIS ISLE CONDO","Yes","540"
"RX-10480672","Residential","2295 S Ocean Boulevard 611","395000.00","50434414040006110","2019-12-10","365000.00","234.12","1559.00","1669.00","Harbour House","Yes","367"
"RX-10449433","Residential","2730 S Ocean Boulevard 609","239000.00","50434423130006090","2019-12-12","400000.00","326.53","1225.00","1225.00","AMBASSADOR HOTEL CO OP APTS","Yes","111"
"RX-10578052","Residential","3360 S Ocean Boulevard 4bii","775000.00","50434435190020042","2019-12-13","775000.00","365.73","2119.00","2119.00","THIRTY-THREE SIXTY CONDO","Yes","3"
"RX-10360832","Residential","3250 S Ocean Boulevard 108n","449900.00","50434426030011080","2019-12-16","415000.00","280.78","1478.00","1478.00","DORCHESTER OF PALM BEACH CONDO","Yes","803"
"RX-10792099","Residential","3475 S Ocean Boulevard 1140","449000.00","50434435020001140","2022-09-09","380000.00","272.40","1395.00","1395.00","LA BONNE VIE CONDO","Yes","90"
"RX-10512246","Residential","2778 S Ocean Boulevard 308n","689500.00","50434423100013080","2019-12-17","660000.00","428.01","1542.00","1542.00","SUTTON PLACE CONDO","Yes","259"
"RX-10532464","Residential","2505 S Ocean Boulevard 3020","199000.00","50434423010003020","2019-12-16","195000.00","247.46","788.00","938.00","PRESIDENT OF PALM BEACH CONDO","Yes","190"
"RX-10563192","Residential","2840 S Ocean Boulevard 126","399999.00","50434423150001260","2019-12-03","375000.00","326.08","1150.00","1188.00","ROYAL SAXON INC","Yes","16"
"RX-10564055","Residential","3200 S Ocean Boulevard B-203","449000.00","50434426020022030","2019-12-30","425000.00","287.94","1476.00","1800.00","THIRTY TWO HUNDRED CONDO","No","83"
"RX-10582045","Residential","3475 S Ocean Boulevard 601","475000.00","50434435020006010","2020-11-19","450000.00","322.58","1395.00","1395.00","LA BONNE VIE CONDO","Yes","338"
"RX-10526441","Residential","2600 S Ocean Boulevard 502w","850000.00","50434423060035020","2019-12-31","685000.00","458.19","1495.00","1600.00","TWENTY SIX HUNDRED CONDO","Yes","215"
"RX-10576474","Residential","21 Sloans Curve Drive","2495000.00","50434411070080030","2020-01-03","2150000.00","431.64","4981.00","6756.00","RESIDENCES AT SLOANS CURVE","No","25"
"RX-10534825","Residential","3300 S Ocean Boulevard 208n","795000.00","50434426040012080","2019-12-30","625000.00","301.64","2072.00","2072.00","MERIDIAN OF PALM BEACH CONDO","Yes","129"
"RX-10561838","Residential","2100 S Ocean Boulevard 407s","1450000.00","50434414020024070","2020-01-07","1475000.00","618.44","2385.00","2423.00","TWENTY ONE HUNDRED CONDO","Yes","59"
"RX-10526700","Residential","2505 S Ocean Boulevard 417","349999.00","50434423010004170","2020-01-13","312500.00","280.01","1116.00","1116.00","PRESIDENT OF PALM BEACH CONDO","Yes","226"
"RX-10544493","Residential","2505 S Ocean Boulevard 316","395000.00","50434423010003160","2020-01-13","390000.00","349.46","1116.00","1116.00","President of Palm Beach","Yes","146"
"RX-10557231","Residential","3450 S Ocean Boulevard 1060","209000.00","50434435030001060","2020-01-15","175000.00","183.82","952.00","980.00","PATRICIAN OF PALM BEACH CONDO","Yes","38"
"RX-10544579","Residential","2580 S Ocean Boulevard 1a6","1925000.00","50434423090010016","2020-01-15","1637000.00","601.17","2723.00","2723.00","Stratford","Yes","186"
"RX-10515799","Residential","3360 S Ocean Boulevard 4 B I","899000.00","50434435190010042","2020-01-16","899000.00","424.25","2119.00","2724.00","THIRTY-THREE SIXTY CONDO","Yes","269"
"RX-10650220","Residential","2774 S Ocean Boulevard 307","399000.00","50434423110003070","2021-03-31","415000.00","493.46","841.00","900.00","AMBASSADOR SOUTH DEV CORP","Yes","171"
"RX-10573607","Residential","2760 S Ocean Boulevard 107","499000.00","50434423160001070","2020-01-17","450000.00","360.00","1250.00","1490.00","REGENCY OF PALM BEACH INC","Yes","27"
"RX-10536867","Residential","2100 S Ocean Boulevard 202n","1195000.00","50434414020012020","2020-01-21","850000.00","356.39","2385.00","2497.00","TWENTY ONE HUNDRED CONDO","Yes","199"
"AX-10752069","Residential","3475 S Ocean Boulevard 4100","259900.00","50434435020004100","2020-01-10","265000.00","","","1395.00","LA BONNE VIE","Yes","41"
"RX-10535048","Residential","2295 S Ocean Boulevard No 219","350000.00","504344140400021900","2020-01-21","336500.00","215.84","1559.00","1559.00","Harbour House","Yes","85"
"RX-10591022","Residential","3440 S Ocean Boulevard 307n","575000.00","50434435180013070","2020-01-24","535000.00","366.94","1458.00","1458.00","HALCYON OF PALM BEACH","Yes","2"
"RX-10579899","Residential","2760 S Ocean Boulevard 310","379000.00","50434423160003100","2020-01-22","345000.00","300.00","1150.00","1212.00","REGENCY OF PALM BEACH INC","Yes","27"
"RX-10585603","Residential","2760 S Ocean Boulevard 309","425000.00","50434423160003090","2020-01-23","412150.00","358.39","1150.00","1250.00","REGENCY OF PALM BEACH INC","Yes","8"
"RX-10566083","Residential","2000 S Ocean Boulevard 101n","3695000.00","50434411050011010","2020-01-24","3550000.00","1088.28","3262.00","3262.00","TWO THOUSAND CONDO","Yes","89"
"RX-10557333","Residential","3450 S Ocean Boulevard 320","259000.00","50434435030003200","2020-02-01","185000.00","183.53","1008.00","1293.00","PATRICIAN OF PALM BEACH CONDO","Yes","136"
"RX-10439294","Residential","2150 Ibis Isle Road Ph 4","919900.00","50434415240000210","2020-01-31","900000.00","461.77","1949.00","1949.00","TOWER VALLANDRY IBIS ISLE CONDO PA","Yes","507"
"RX-10555362","Residential","2275 S Ocean Boulevard 208a","799000.00","50434414010032080","2020-01-30","745000.00","442.66","1683.00","2033.00","REEF COND","No","154"
"RX-10569925","Residential","2770 S Ocean Boulevard N401","2995000.00","50434423180014010","2020-01-31","2666667.00","610.22","4370.00","4370.00","TWENTY SEVEN SEVENTY SOUTH OCEAN BLVD","Yes","91"
"RX-10510911","Residential","3200 S Ocean Boulevard B403","459000.00","50434426020024030","2020-01-14","447000.00","302.84","1476.00","1476.00","THIRTY TWO HUNDRED CONDO","Yes","307"
"RX-10477382","Residential","3140 S Ocean Boulevard 507 S","1595000.00","50434426050025070","2020-02-06","1350000.00","438.31","3080.00","2533.00","CARLTON PLACE CONDO","Yes","411"
"RX-10565558","Residential","2275 S Ocean Boulevard 106s","525000.00","50434414010021060","2020-02-11","450000.00","278.81","1614.00","1614.00","REEF CONDO","Yes","87"
"RX-10574172","Residential","2565 S Ocean Boulevard 215","187000.00","50434411040002150","2020-02-10","166000.00","259.37","640.00","640.00","PALM BEACH WHITEHOUSE","Yes","26"
"RX-10550530","Residential","3360 S Ocean Boulevard 5bll","800000.00","50434435190020052","2020-02-12","800000.00","377.53","2119.00","2500.00","THIRTY-THREE SIXTY CONDO","Yes","135"
"RX-10763924","Residential","10 Sloans Curve Drive","7500000.00","50434411070000100","2022-02-22","7500000.00","1639.34","4575.00","5517.00","RESIDENCES AT SLOANS CURVE","Yes","0"
"RX-10570785","Residential","3450 S Ocean Boulevard 407","339000.00","50434435030004070","2020-02-19","270000.00","208.97","1292.00","1292.00","PATRICIAN OF PALM BEACH CONDO","Yes","95"
"RX-10572682","Residential","3390 S Ocean Boulevard 2040","725000.00","50434435240002040","2020-02-18","700000.00","326.34","2145.00","2145.00","EMERAUDE CONDO","Yes","60"
"RX-10590955","Residential","3450 S Ocean Boulevard 623","259000.00","50434435030006230","2020-02-19","208000.00","134.19","1550.00","1610.00","PATRICIAN OF PALM BEACH CONDO","Yes","18"
"RX-10576320","Residential","2784 S Ocean Boulevard 503e","920000.00","50434423050035030","2020-02-21","800000.00","395.84","2021.00","2970.00","COVE CONDO","Yes","95"
"RX-10541426","Residential","3440 S Ocean Boulevard 108n","475000.00","50434435180011080","2020-02-24","425000.00","225.34","1886.00","1886.00","HALCYON OF PALM BEACH","Yes","176"
"RX-10593299","Residential","2784 S Ocean Boulevard 403-N","859000.00","50434423050014030","2020-02-25","830000.00","500.30","1659.00","1800.00","COVE CONDO","Yes","2"
"RX-10461128","Residential","3440 S Ocean Boulevard 204s","749000.00","50434435180022040","2020-02-26","660000.00","317.61","2078.00","2078.00","HALCYON OF PALM BEACH","Yes","512"
"RX-10577726","Residential","2100 S Ocean Boulevard 204n","2290000.00","50434414020012040","2020-02-27","2100000.00","669.64","3136.00","3800.00","TWENTY ONE HUNDRED CONDO","Yes","98"
"RX-10566588","Residential","2660 S Ocean Boulevard 201w","1595000.00","50434423080032010","2020-03-02","1225000.00","424.31","2887.00","4125.00","BEACH POINT CONDO","Yes","119"
"RX-10567038","Residential","3230 S Ocean Boulevard B503","269400.00","50434426010005030","2020-03-02","262500.00","267.85","980.00","1100.00","LA RENAISSANCE","Yes","123"
"RX-10574396","Residential","2600 S Ocean 406 S","649000.00","50434423060024060","2020-02-19","582500.00","389.63","1495.00","1495.00","TWENTY SIX HUNDRED COND","Yes","81"
"RX-10583628","Residential","2760 S Ocean Boulevard 403","295000.00","50434423160004030","2020-03-02","257500.00","302.94","850.00","850.00","REGENCY OF PALM BEACH INC","Yes","66"
"RX-10414460","Residential","3360 S Ocean Boulevard 3dii","1049000.00","50434435190020034","2020-03-04","883000.00","416.70","2119.00","2119.00","THIRTY-THREE SIXTY CONDO","Yes","673"
"RX-10591718","Residential","3170 S Ocean Boulevard 502-S","2295000.00","50434426080015020","2020-02-28","1850000.00","627.11","2950.00","3570.00","ENCLAVE PALM BEACH CONDO","Yes","1"
"RX-10572466","Residential","3450 S Ocean Boulevard 628","220000.00","50434423010006280","2020-03-06","185000.00","182.80","1012.00","952.00","Patrician Of Palm Beach Cond","Yes","108"
"RX-10453339","Residential","2730 S Ocean Boulevard 403","162000.00","50434423130004030","2019-12-16","300000.00","495.86","605.00","605.00","AMBASSADOR HOTEL CO OP APTS","No","62"
"RX-10558673","Residential","3440 S Ocean Boulevard 205n","625000.00","50434435180012050","2020-03-06","590000.00","312.83","1886.00","2400.00","HALCYON OF PALM BEACH","Yes","155"
"RX-10545239","Residential","3200 S Ocean Boulevard C303","349000.00","50434426020033030","2020-03-10","302000.00","204.60","1476.00","1580.00","THIRTY TWO HUNDRED CONDO","Yes","209"
"RX-10558960","Residential","3360 S Ocean Boulevard 3fii","899000.00","50434435190020036","2020-03-13","756000.00","356.77","2119.00","2119.00","THIRTY-THREE SIXTY CONDO","Yes","176"
"RX-10405257","Residential","3250 S Ocean Boulevard 206 S","589000.00","50434426030022060","2020-03-16","494490.00","282.88","1748.00","1900.00","DORCHESTER OF PALM BEACH CONDO","Yes","710"
"RX-10579417","Residential","2000 S Ocean Boulevard 209n","2685000.00","50434411050012090","2020-03-17","2348450.00","719.94","3262.00","3262.00","TWO THOUSAND COND AT SLOANS CURVE DECL FILED 12-21-81","Yes","44"
"RX-10571071","Residential","3230 S Ocean Boulevard B204","240000.00","50434426010002040","2020-03-17","225000.00","229.59","980.00","1150.00","LA RENAISSANCE","Yes","126"
"RX-10426967","Residential","2774 S Ocean Boulevard 312","485000.00","50434423110003120","2020-03-25","480000.00","357.14","1344.00","1550.00","AMBASSADOR SOUTH DEV CORP","Yes","645"
"RX-10569568","Residential","2295 S Ocean Boulevard 814","325000.00","50434414040008140","2020-03-30","279000.00","178.96","1559.00","1559.00","Harbour House","Yes","153"
"RX-10455370","Residential","2730 S Ocean Boulevard 407","420000.00","50434423130004070","2019-11-19","800000.00","653.06","1225.00","1225.00","AMBASSADOR HOTEL CO OP APTS","Yes","30"
"RX-10558055","Residential","3030 S Ocean Boulevard 220","175000.00","50434426100002200","2020-03-31","170000.00","199.06","854.00","1050.00","PALMBEACHER","Yes","176"
"RX-10594054","Residential","2100 S Ocean Boulevard 406-South","1350000.00","50434414020024060","2020-04-02","1230000.00","493.18","2494.00","2494.00","2100 Cond At Sloans Curve","Yes","11"
"RX-10591396","Residential","3030 S Ocean Boulevard 549","210000.00","50434426100005490","2020-03-03","185000.00","284.17","651.00","651.00","PALMBEACHER APTS INC","Yes","24"
"RX-10516072","Residential","2580 S Ocean Boulevard 1 B 3","1075000.00","50434423090010023","2020-04-09","975000.00","367.92","2650.00","2650.00","PALM BEACH STRATFORD CONDO","Yes","296"
"RX-10594449","Residential","2560 S Ocean Boulevard 601","489000.00","50434423200006010","2020-04-06","474000.00","382.56","1239.00","1239.00","2560 SOUTH OCEAN BOULEVARD CONDO","Yes","25"
"RX-10602778","Residential","3450 S Ocean Boulevard 420","229000.00","50434435030004200","2020-04-14","185000.00","183.53","1008.00","1008.00","PATRICIAN OF PALM BEACH CONDO","Yes","7"
"RX-10580803","Residential","2660 S Ocean Boulevard 505s","849000.00","50434423080025050","2020-04-01","800000.00","421.05","1900.00","2300.00","BEACH POINT CONDO","Yes","131"
"RX-10616689","Residential","2774 S Ocean Boulevard 205","625000.00","50434423110002050","2020-04-14","625000.00","482.99","1294.00","1294.00","AMBASSADOR SOUTH DEV CORP","Yes","0"
"RX-10595834","Residential","3100 S Ocean Boulevard 203s","2450000.00","50434426090022030","2020-04-17","1938600.00","654.93","2960.00","2960.00","PALM BEACH HAMPTON CONDO","Yes","7"
"RX-10586596","Residential","3460 S Ocean Boulevard 711","348700.00","50434435060007110","2020-03-17","318000.00","224.57","1416.00","2120.00","Claridges II Condo","Yes","64"
"RX-10570793","Residential","3390 S Ocean Boulevard 506","840000.00","50434435240005060","2020-04-23","835000.00","389.27","2145.00","2200.00","EMERAUDE CONDO","Yes","140"
"RX-10587565","Residential","3100 S Ocean Boulevard 301 S","995000.00","50434426090023010","2020-04-28","868819.00","331.86","2618.00","2979.00","PALM BEACH HAMPTON CONDO","Yes","76"
"RX-10571406","Residential","2269 Ibis Isle Road W","3195000.00","50434415010000270","2020-04-30","3000000.00","857.38","3499.00","4969.00","IBIS ISLE","No","94"
"RX-10565824","Residential","3400 S Ocean Boulevard 4di","895000.00","50434435130010044","2020-05-04","850000.00","401.13","2119.00","2119.00","ATRIUMS OF PALM BEACH CONDO","Yes","175"
"RX-10610588","Residential","2760 S Ocean Boulevard 113","229900.00","50434423160001130","2020-05-14","210000.00","237.82","883.00","1003.00","REGENCY OF PALM BEACH INC","Yes","37"
"RX-10586417","Residential","2000 S Ocean Boulevard 102n","1195000.00","50434411050011020","2020-05-15","1017500.00","426.62","2385.00","2385.00","Sloans Curve - Two Thousand Condo","Yes","67"
"RX-10581046","Residential","3456 S Ocean Boulevard 503","550000.00","50434435050015030","2020-05-22","539000.00","350.68","1537.00","1537.00","CLARIDGES I CONDO","Yes","149"
"RX-10561520","Residential","3000 S Ocean Boulevard Ph-4","7350000.00","50434426110140040","2020-05-22","6500000.00","833.97","7794.00","4600.00","BELLARIA CONDO","Yes","211"
"RX-10589569","Residential","2784 S Ocean Boulevard 106n","785000.00","50434423050011060","2020-05-26","745000.00","449.06","1659.00","1979.00","COVE CONDO","Yes","116"
"RX-10582395","Residential","2774 S Ocean Boulevard 302","1150000.00","50434423110003020","2020-05-26","1100000.00","850.07","1294.00","2000.00","AMBASSADOR SOUTH DEV CORP","Yes","139"
"RX-10600712","Residential","2860 S Ocean Boulevard 411","235000.00","50434423030004110","2020-05-29","215000.00","182.20","1180.00","1280.00","LA PALMA CONDO","Yes","16"
"RX-10502482","Residential","2000 S Ocean Boulevard 510n","2250000.00","50434411050015100","2020-06-16","1600000.00","487.80","3280.00","3163.00","TWO THOUSAND CONDO","Yes","455"
"RX-10582839","Residential","2778 S Ocean Blvd # Ph4s","1085000.00","50434423100025040","2020-06-16","927500.00","281.40","3296.00","2796.00","SUTTON PLACE CONDO","Yes","180"
"RX-10491590","Residential","2773 S Ocean Boulevard 316","225000.00","50434423040003160","2020-06-15","203500.00","146.50","1389.00","1400.00","CARLYLE HOUSE CONDO","Yes","363"
"RX-10585912","Residential","10 Sloans Curve Drive","5200000.00","50434411070000100","2020-06-24","4950000.00","1081.96","4575.00","5517.00","RESIDENCES AT SLOANS CURVE","Yes","186"
"RX-10604672","Residential","2860 S Ocean Boulevard 401","395000.00","50434423030004010","2020-06-30","375000.00","237.64","1578.00","1700.00","LA PALMA CONDO","Yes","80"
"RX-10596062","Residential","2500 S Ocean Boulevard 1a2","1599000.00","50434423070010012","2020-06-30","1240675.00","443.09","2800.00","3500.00","TWENTY FIVE HUNDRED SOUTH OCEAN BLVD CONDO","Yes","83"
"RX-10604957","Residential","2784 S Ocean Boulevard 101s","949000.00","50434423050021010","2020-07-02","875000.00","422.90","2069.00","2069.00","COVE CONDO","Yes","92"
"RX-10628986","Residential","2275 S Ocean Boulevard 107s","695000.00","50434414010021070","2020-07-07","637500.00","394.98","1614.00","1614.00","REEF CONDO","Yes","3"
"RX-10505114","Residential","2778 S Ocean Boulevard 405n","689000.00","50434423100014050","2020-07-10","600000.00","264.78","2266.00","2266.00","SUTTON PLACE CONDO","Yes","462"
"RX-10604683","Residential","3440 S Ocean Boulevard 201s","675000.00","50434435180022010","2020-07-08","560000.00","269.48","2078.00","2078.00","HALCYON OF PALM BEACH","Yes","7"
"RX-10609756","Residential","2860 S Ocean Boulevard 209","295000.00","50434423030002090","2020-07-13","265000.00","261.85","1012.00","1012.00","LA PALMA CONDO","Yes","71"
"RX-10588385","Residential","2295 S Ocean Boulevard 612","315000.00","50434414040006120","2020-07-10","306000.00","196.27","1559.00","1669.00","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD CORP APT 612","Yes","101"
"RX-10589513","Residential","2773 S Ocean Boulevard 114","350000.00","50434423040001140","2020-07-14","325000.00","233.98","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","129"
"RX-10611411","Residential","2840 S Ocean Boulevard 4080","149900.00","50434423150004080","2020-07-13","130000.00","179.55","724.00","784.00","ROYAL SAXON INC","Yes","71"
"RX-10638075","Residential","3030 S Ocean Boulevard 330","205000.00","50434426100003300","2020-07-17","202500.00","200.49","1010.00","854.00","PALMBEACHER APTS INC","Yes","1"
"RX-10606780","Residential","3030 S Ocean Boulevard 103","165000.00","50434426100001030","2020-07-17","160000.00","187.35","854.00","1005.00","PALMBEACHER APTS INC","Yes","113"
"RX-10554303","Residential","2505 S Ocean Boulevard 305","379000.00","50434423010003050","2020-07-17","322000.00","288.53","1116.00","1116.00","President of Palm Beach","Yes","309"
"RX-10588856","Residential","2660 S Ocean Boulevard 202w","1285000.00","50434423080032020","2020-07-21","1160000.00","607.96","1908.00","1908.00","BEACH POINT CONDO","Yes","186"
"RX-10563479","Residential","2773 S Ocean Boulevard 317","450000.00","50434423040003170","2020-07-24","400000.00","287.97","1389.00","1389.00","CARLYLE HOUSE","No","262"
"RX-10600402","Residential","3230 S Ocean Boulevard D510","289900.00","50434426010005100","2020-07-22","280000.00","238.09","1176.00","1300.00","LA RENAISSANCE","Yes","115"
"RX-10571385","Residential","2295 S Ocean Boulevard 415","435000.00","50434414040004150","2020-07-28","395000.00","253.36","1559.00","1669.00","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD","Yes","159"
"RX-10631235","Residential","3440 S Ocean Boulevard 101s","749000.00","50434435180021010","2020-07-30","705000.00","339.26","2078.00","2700.00","HALCYON OF PALM BEACH","Yes","10"
"RX-10589797","Residential","2335 S Ocean Boulevard E19","1495000.00","50434414030050190","2020-08-03","1278000.00","454.80","2810.00","4889.00","TRES VIDAS OF PALM BEACH","No","176"
"RX-10644038","Residential","3200 S Ocean Boulevard D-401","370000.00","50434426020044010","2020-08-04","370000.00","250.67","1476.00","1476.00","THIRTY TWO HUNDRED CONDO","Yes","0"
"RX-10626060","Residential","2275 S Ocean Boulevard 203a","799000.00","50434414010032030","2020-07-27","775000.00","480.17","1614.00","1614.00","REEF CONDO","Yes","49"
"RX-10636763","Residential","3100 S Ocean Boulevard 105s","900000.00","50434426090021050","2020-08-04","704500.00","241.84","2913.00","3191.00","PALM BEACH HAMPTON CONDO","No","28"
"RX-10605908","Residential","3200 S Ocean Boulevard A302","383000.00","50434426020013020","2020-08-07","370000.00","270.86","1366.00","1366.00","THIRTY TWO HUNDRED CONDO","Yes","112"
"RX-10558088","Residential","3474 S Ocean Boulevard 14","674900.00","50434435150000140","2020-08-13","620000.00","419.48","1478.00","1800.00","Ocean Cay of Palm Beach","Yes","322"
"RX-10637027","Residential","3140 S Ocean Boulevard 301n","789000.00","50434426050013010","2020-08-17","765000.00","302.01","2533.00","2533.00","CARLTON PLACE CONDO","Yes","0"
"RX-10594596","Residential","3000 S Ocean Boulevard 406","3775000.00","50434426110194060","2020-08-17","3500000.00","813.76","4301.00","3717.00","BELLARIA CONDO","Yes","189"
"RX-10551195","Residential","3300 S Ocean Boulevard 204 N","599000.00","50434426040012040","2020-08-14","565000.00","297.36","1900.00","2200.00","MERIDIAN","Yes","319"
"RX-10607084","Residential","3250 S Ocean Boulevard 407 S","525000.00","50434426030024070","2020-08-25","482000.00","326.11","1478.00","1445.00","Dorchester","Yes","151"
"RX-10627553","Residential","2600 S Ocean Boulevard 302w","1195000.00","50434423060033020","2020-08-31","1100000.00","549.72","2001.00","1700.00","TWENTY SIX HUNDRED CONDO","Yes","12"
"RX-10627053","Residential","3400 S Ocean Boulevard 6di","1299000.00","50434435130010064","2020-08-31","900000.00","330.88","2720.00","2119.00","ATRIUMS OF PALM BEACH CONDO","Yes","24"
"RX-10573530","Residential","2275 S Ocean Boulevard 306 N","1195000.00","50434414010013060","2020-09-01","1100000.00","681.53","1614.00","1614.00","REEF CONDO","Yes","241"
"RX-10579480","Residential","2840 S Ocean Boulevard 421","132500.00","50434423150004210","2020-09-04","120000.00","165.74","724.00","784.00","ROYAL SAXON INC","Yes","262"
"RX-10631313","Residential","2780 S Ocean Boulevard 601","850000.00","50434423120006010","2021-02-25","800000.00","595.23","1344.00","1725.00","AMBASSADOR II CORP","Yes","211"
"RX-10667696","Residential","3475 S Ocean Boulevard 6040","248500.00","50434435020006040","2020-12-04","222500.00","249.71","891.00","891.00","LA BONNE VIE CONDO","Yes","5"
"RX-10579969","Residential","2275 S Ocean Boulevard T4","849000.00","50434414010040040","2020-09-11","780000.00","513.49","1519.00","2052.00","REEF CONDO","Yes","250"
"RX-10552106","Residential","2778 S Ocean Boulevard 108n","799000.00","50434423100011080","2020-09-11","782500.00","507.45","1542.00","1800.00","SUTTON PLACE CONDO","Yes","385"
"RX-10604616","Residential","2000 S Ocean Boulevard 402s","1625000.00","50434411050024020","2020-09-16","1600000.00","670.85","2385.00","2600.00","TWO THOUSAND CONDO","Yes","174"
"AX-10901114","Residential","3450 S Ocean Boulevard 4140","189900.00","50434435030004140","2020-09-18","193000.00","191.47","1008.00","1008.00","PATRICIAN","Yes","17"
"RX-10545981","Residential","3460 S Ocean Boulevard 112","375000.00","50434435060001120","2020-03-17","351000.00","175.50","2000.00","2000.00","CLARIDGES","Yes","35"
"RX-10640102","Residential","3440 S Ocean Boulevard 204n","899000.00","50434435180012040","2020-09-21","829500.00","399.18","2078.00","2078.00","HALCYON OF PALM BEACH","Yes","30"
"RX-10582490","Residential","3100 S Ocean Boulevard 404-N","1595000.00","50434426090014040","2020-09-24","1575000.00","613.79","2566.00","2244.00","PALM BEACH HAMPTON COND DECL FILED 4-26-85 IN","Yes","273"
"RX-10566757","Residential","3300 S Ocean Boulevard 207s","475000.00","50434426040023070","2020-09-24","450000.00","313.37","1436.00","1629.00","MERIDIAN OF PALM BEACH CONDO","Yes","297"
"RX-10634874","Residential","2000 S Ocean Boulevard 406n","1950000.00","50434411050014060","2020-09-29","1850000.00","564.02","3280.00","3280.00","TWO THOUSAND CONDO","Yes","64"
"RX-10468911","Residential","2000 S Ocean Boulevard 106s","1695000.00","50434411050021060","2020-09-30","1600000.00","486.76","3287.00","4441.00","TWO THOUSAND CONDO","Yes","637"
"RX-10541594","Residential","2000 S Ocean Boulevard 404s","1775000.00","50434411050024040","2020-09-30","1675000.00","510.67","3280.00","3280.00","TWO THOUSAND CONDO","Yes","426"
"RX-10620133","Residential","2275 S Ocean Boulevard 207n","950000.00","50434414010012070","2020-09-30","850000.00","526.64","1614.00","1614.00","REEF CONDO","Yes","110"
"RX-10552680","Residential","2100 S Ocean Boulevard 502s","1195000.00","50434414020025020","2020-09-30","1121000.00","470.02","2385.00","2385.00","2100 COND AT SLOANS CURVE","Yes","322"
"RX-10631679","Residential","2840 S Ocean Boulevard 1080","165000.00","50434423150001080","2020-09-01","150000.00","207.46","723.00","783.00","ROYAL SAXON INC","Yes","22"
"RX-10630884","Residential","3200 S Ocean Boulevard 501-A","750000.00","50434426020015010","2020-10-02","720000.00","487.80","1476.00","1476.00","3200 BLDG","Yes","53"
"RX-10516027","Residential","2291 Ibis Isle Road E","1550000.00","50434415010000390","2020-10-09","1450000.00","688.18","2107.00","2868.00","IBIS ISLE","Yes","513"
"RX-10634869","Residential","3400 S Ocean Boulevard 6ai","565000.00","50434435130010061","2020-10-09","500000.00","287.35","1740.00","1740.00","ATRIUMS OF PALM BEACH CONDO","Yes","77"
