"Listing Number","Property Type","Short Address","List Price","Parcel ID","Sold Date","Sold Price","Sold Price/SqFt","SqFt - Living","SqFt - Total","Subdivision","Waterfront","Days On Market"
"RX-10765664","Residential","3440 S Ocean Boulevard 504n","2495000.00","5043443518005040","2022-02-11","2300000.00","1106.83","2078.00","2550.00","HALCYON OF PALM BEACH","Yes","31"
"RX-10717463","Residential","3170 S Ocean Boulevard 203 S","2395000.00","50434426080022030","2022-02-15","2272220.00","770.24","2950.00","3567.00","ENCLAVE OF PALM BEACH CONDO","Yes","169"
"RX-10763370","Residential","3100 S Ocean Boulevard 203n","2700000.00","50434426090012030","2022-02-14","2410000.00","814.18","2960.00","3238.00","PALM BEACH HAMPTON CONDO","Yes","15"
"RX-10761755","Residential","2773 S Ocean Boulevard 205","595000.00","50434423040002050","2022-02-16","595000.00","428.36","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","52"
"RX-10763500","Residential","3450 S Ocean Boulevard 615","525000.00","50434435030006150","2022-02-17","525000.00","350.93","1496.00","1548.00","PATRICIAN OF PALM BEACH CONDO","Yes","30"
"RX-10760003","Residential","2760 S Ocean Boulevard 301","739000.00","50434423160003010","2022-02-18","775000.00","545.39","1421.00","1634.00","REGENCY OF PALM BEACH INC","Yes","54"
"RX-10770943","Residential","2505 S Ocean Boulevard 202","349000.00","50434423010002020","2022-02-22","349000.00","442.89","788.00","938.00","PRESIDENT OF PALM BEACH CONDO","Yes","0"
"RX-10763025","Residential","2760 S Ocean Boulevard 111","498500.00","50434423160001110","2022-02-18","485000.00","493.38","983.00","1250.00","REGENCY OF PALM BEACH INC","Yes","30"
"RX-10743729","Residential","3450 S Ocean Boulevard 125","299900.00","50434435030001250","2022-02-23","299900.00","297.51","1008.00","1068.00","PATRICIAN OF PALM BEACH CONDO","Yes","145"
"RX-10763371","Residential","3100 S Ocean Boulevard 502n","2450000.00","50434426090015020","2022-02-23","2207600.00","860.32","2566.00","2244.00","PALM BEACH HAMPTON CONDO","Yes","28"
"RX-10764416","Residential","2000 S Ocean Boulevard 307s","3050000.00","50434411050023070","2022-02-25","2975000.00","1192.86","2494.00","2494.00","TWO THOUSAND CONDO","Yes","34"
"RX-10768346","Residential","2760 S Ocean Boulevard 514","679000.00","50434423160005140","2022-02-25","689000.00","504.02","1367.00","1534.00","REGENCY OF PALM BEACH INC","Yes","3"
"RX-10772323","Residential","3170 S Ocean Boulevard S402","2700000.00","50434426080024020","2022-02-28","2850000.00","966.10","2950.00","2950.00","ENCLAVE OF PALM BEACH CONDO","Yes","10"
"RX-10763972","Residential","3120 S Ocean Boulevard 2 303","2135000.00","50434426070023030","2022-02-28","1970000.00","684.74","2877.00","2877.00","THIRTY ONE TWENTY CONDO","Yes","41"
"RX-10749683","Residential","2500 S Ocean Boulevard 2-D-5","2750000.00","4043442307002004","2022-03-01","2550000.00","984.55","2590.00","2590.00","Twenty Five Hundred Building","Yes","69"
"RX-10753142","Residential","3250 S Ocean Boulevard 402s","1799000.00","50434426030024020","2022-03-01","1650000.00","868.42","1900.00","1900.00","Dorchester","Yes","108"
"RX-10756177","Residential","3250 S Ocean Boulevard 106 S","775000.00","50434426030021060","2022-02-28","680500.00","389.30","1748.00","1748.00","DORCHESTER OF PALM BEACH CONDO","Yes","68"
"RX-10759182","Residential","3400 S Ocean Boulevard 5g Ii","1500000.00","50434435130020057","2022-02-28","1400000.00","804.59","1740.00","1740.00","Atriums of Palm Beach","Yes","52"
"AX-11121432","Residential","3450 S Ocean Boulevard 3240","265000.00","50434435030003240","2022-02-28","265000.00","262.90","1008.00","1008.00","PATRICIAN OF PALM BEACH","Yes","102"
"RX-10726838","Residential","2774 S Ocean Boulevard 112","994900.00","50434423110001120","2022-02-23","920000.00","507.44","1813.00","1813.00","AMBASSADOR SOUTH DEV CORP/2774 SOUTH OCEAN INC CO-OP","Yes","162"
"RX-10744067","Residential","2840 S Ocean Boulevard 522","299000.00","50434423150005220","2022-03-01","280000.00","357.14","784.00","700.00","ROYAL SAXON","Yes","71"
"RX-10731431","Residential","3030 S Ocean Boulevard 105","274900.00","50434426100001050","2022-03-01","265000.00","321.60","824.00","946.00","PALMBEACHER APTS INC","Yes","120"
"RX-10762207","Residential","2195 Ibis Isle Road 1","699000.00","50434415220000010","2022-03-03","675000.00","458.24","1473.00","1473.00","VILLA LAC BEAU OF IBIS ISLE CONDO","Yes","15"
"RX-10756902","Residential","3360 S Ocean Boulevard 2d I","1900000.00","50434435190010024","2022-03-04","1800000.00","849.45","2119.00","2119.00","Thirty-Three Sixty Condo","Yes","91"
"RX-10765039","Residential","2295 S Ocean Boulevard 321","465000.00","50434414040003210","2022-03-04","465000.00","447.97","1038.00","1038.00","HARBOUR HOUSE","Yes","25"
"RX-10765810","Residential","2773 S Ocean Boulevard 404","595000.00","50434423040004040","2022-03-04","600000.00","431.96","1389.00","1389.00","South Ocean Blvd","Yes","10"
"RX-10765420","Residential","2295 S Ocean Boulevard 324","650000.00","50434414040003240","2022-03-04","665000.00","426.55","1559.00","1559.00","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD","Yes","25"
"RX-10724212","Residential","2774 S Ocean Boulevard 808","995000.00","50434423110008080","2022-03-04","910000.00","703.24","1294.00","1295.00","2774 SOUTH OCEAN INC CO-OP","Yes","174"
"RX-10741392","Residential","3300 S Ocean Boulevard 205n","2100000.00","50434426040012050","2022-03-09","1900000.00","760.00","2500.00","3100.00","MERIDIAN OF PALM BEACH CONDO","Yes","11"
"RX-10768486","Residential","2000 S Ocean Boulevard 406n","4444000.00","50434411050014060","2022-03-09","4185000.00","1270.49","3294.00","3805.00","TWO THOUSAND CONDO","Yes","40"
"RX-10773511","Residential","2773 S Ocean Boulevard 2140","425000.00","50434423040002140","2022-03-11","430000.00","309.57","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","19"
"RX-10772960","Residential","3300 S Ocean 305 S Boulevard 305s","1995000.00","50434426040023050","2022-03-15","1845000.00","746.96","2470.00","3100.00","MERIDIAN OF PALM BEACH CONDO","Yes","7"
"RX-10768050","Residential","3456 S Ocean Boulevard 2050","500000.00","50434435050012050","2022-03-11","500000.00","343.17","1457.00","1457.00","CLARIDGES I CONDO","Yes","12"
"RX-10773054","Residential","2840 S Ocean Boulevard 2060","349000.00","50434423150002060","2022-03-09","346500.00","366.27","946.00","1011.00","ROYAL SAXON INC","Yes","15"
"RX-10759980","Residential","3360 S Ocean Boulevard 1dii","1750000.00","50434435190020014","2022-03-15","1665000.00","785.74","2119.00","2119.00","THIRTY-THREE SIXTY CONDO","Yes","22"
"RX-10761487","Residential","2784 S Ocean Boulevard 303s","630000.00","50434423050023030","2022-03-15","600000.00","446.09","1345.00","1345.00","COVE CONDO","Yes","62"
"RX-10772971","Residential","3460 S Ocean Boulevard 311","479000.00","50434435060003110","2022-03-18","479000.00","338.27","1416.00","1746.00","CLARIDGES II CONDO","Yes","5"
"RX-10770625","Residential","2600 S Ocean Boulevard 203w","1795000.00","50434423060032030","2022-03-21","1815000.00","754.99","2404.00","3689.00","TWENTY SIX HUNDRED CONDO","Yes","8"
"RX-10772840","Residential","2100 S Ocean Boulevard 405n","4995000.00","50434414010014050","2022-03-23","5000000.00","1513.77","3303.00","4123.00","Sloans Curve I","Yes","7"
"RX-10775112","Residential","3230 S Ocean Boulevard A501","544900.00","50434426010005010","2022-03-17","544900.00","463.35","1176.00","1176.00","LA RENAISSANCE","Yes","5"
"RX-10774628","Residential","3400 S Ocean Boulevard 7aii","1295000.00","50434435130020071","2022-03-31","1295000.00","744.25","1740.00","1740.00","ATRIUMS OF PALM BEACH CONDO","Yes","3"
"RX-10770651","Residential","3200 S Ocean C 204 Boulevard C204","850000.00","50434426020032040","2022-03-31","770000.00","447.93","1719.00","1719.00","THIRTY TWO HUNDRED CONDO","Yes","36"
"RX-10759833","Residential","3100 S Ocean Boulevard 506 N","4500000.00","50434426090015060","2022-04-01","4100000.00","820.98","4994.00","4994.00","PALM BEACH HAMPTON CONDO","Yes","104"
"RX-10749665","Residential","2505 S Ocean Boulevard 409","495000.00","50434423010004090","2022-03-31","510000.00","456.98","1116.00","1116.00","PRESIDENT OF PALM BEACH CONDO","Yes","60"
"RX-10768692","Residential","3400 S Ocean 3g I Boulevard 3g I","1100000.00","50434435130010037","2022-03-30","1115000.00","640.80","1740.00","1740.00","Atriums of Palm Beach","Yes","12"
"RX-10753674","Residential","2860 S Ocean Boulevard 617","895000.00","50434423030006170","2022-04-01","855000.00","480.87","1778.00","1935.00","LA PALMA CONDO","Yes","34"
"RX-10768997","Residential","3200 S Ocean Boulevard C503","529000.00","50434426020035030","2022-03-31","505000.00","342.14","1476.00","1476.00","THIRTY TWO HUNDRED CONDO","Yes","12"
"RX-10775722","Residential","3440 S Ocean 107 S Boulevard 107s","595500.00","50434435180021070","2022-03-15","577500.00","396.09","1458.00","1458.00","HALCYON OF PALM BEACH","Yes","10"
"RX-10762350","Residential","3450 S Ocean Boulevard 608","725000.00","50434435030006080","2022-04-04","725000.00","484.62","1496.00","1496.00","PATRICIAN OF PALM BEACH CONDO","Yes","18"
"RX-10777653","Residential","3360 S Ocean Boulevard 6 B I","1600000.00","50434435190010062","2022-04-07","1425000.00","672.48","2119.00","2119.00","THIRTY-THREE SIXTY CONDO","Yes","24"
"RX-10759094","Residential","2760 S Ocean Boulevard 211","499000.00","50434423160002110","2022-04-08","480000.00","475.71","1009.00","1140.00","REGENCY OF PALM BEACH INC","Yes","22"
"RX-10780522","Residential","2565 S Ocean Boulevard 309","329000.00","50434411040003090","2022-04-07","329000.00","514.06","640.00","640.00","PALM BEACH WHITEHOUSE","Yes","9"
"RX-10776618","Residential","2780 S Ocean Boulevard 508","795000.00","50434423120005080","2022-04-08","800000.00","618.23","1294.00","1394.00","Ambassador II Corp","Yes","9"
"RX-10734060","Residential","3200 S Ocean Boulevard D501","695000.00","50434426020045010","2022-04-08","695000.00","470.86","1476.00","1836.00","THIRTY TWO HUNDRED CONDO","Yes","216"
"RX-10768900","Residential","2500 S Ocean Boulevard 2 D 2","3995000.00","50434423070020042","2022-04-11","3650000.00","1409.26","2590.00","3590.00","2500 Building","Yes","3"
"RX-10773775","Residential","3120 S Ocean 2 101 Boulevard 2101","2100000.00","50434426070021010","2022-04-14","2100000.00","756.75","2775.00","3112.00","THIRTY ONE TWENTY CONDO","Yes","6"
"RX-10771597","Residential","2774 S Ocean Boulevard 504","1049000.00","50434423110005040","2022-04-15","1131000.00","876.06","1291.00","1450.00","2774 SOUTH OCEAN INC CO-OP","Yes","4"
"RX-10778576","Residential","3170 S Ocean Boulevard 404n","1395000.00","50434426080014040","2022-04-15","1395000.00","593.61","2350.00","2840.00","ENCLAVE OF PALM BEACH CONDO","Yes","8"
"RX-10760706","Residential","3360 S Ocean Boulevard 2d Ii","1500000.00","50434435190020024","2022-04-15","1500000.00","707.88","2119.00","2119.00","THIRTY-THREE SIXTY CONDO","Yes","86"
"RX-10777511","Residential","2275 S Ocean Boulevard 209a","1000000.00","50434414010032090","2022-04-18","1000000.00","1022.49","978.00","978.00","REEF COND","Yes","0"
"RX-10768134","Residential","3170 S Ocean Boulevard 506s","1950000.00","50434426080025060","2022-04-18","1850000.00","627.11","2950.00","3550.00","ENCLAVE OF PALM BEACH CONDO","Yes","11"
"RX-10783955","Residential","2773 S Ocean Boulevard 104","650000.00","50434423040001040","2022-04-19","645000.00","464.36","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","6"
"RX-10768811","Residential","3400 S Ocean Boulevard 1b I","950000.00","50434435130010012","2022-04-20","950000.00","448.32","2119.00","2119.00","ATRIUMS OF PALM BEACH CONDO","Yes","69"
"RX-10734535","Residential","2778 S Ocean Boulevard 305s","1095000.00","50434423100023050","2022-04-21","1050000.00","463.37","2266.00","2266.00","SUTTON PLACE CONDO","Yes","195"
"RX-10766475","Residential","2860 S Ocean Boulevard 510","674000.00","50434423030005100","2022-04-22","650000.00","537.19","1210.00","1210.00","La Palma","Yes","84"
"RX-10772062","Residential","2100 S Ocean Boulevard 507s","3750000.00","50434414020025070","2022-04-21","3600000.00","1509.43","2385.00","2385.00","TWENTY ONE HUNDRED CONDO","Yes","30"
"RX-10776778","Residential","3140 S Ocean Boulevard 303s","2700000.00","50434426050023030","2022-04-22","2600000.00","964.74","2695.00","2695.00","CARLTON PLACE CONDO","Yes","4"
"RX-10753525","Residential","3440 S Ocean Boulevard 302 S","2795000.00","50434435180023020","2022-04-25","2700000.00","1267.01","2131.00","2900.00","Halcyon","Yes","55"
"RX-10779150","Residential","2580 S Ocean Boulevard 1b3","3295000.00","50434423090010023","2022-04-27","3300000.00","1306.41","2526.00","2650.00","PALM BEACH STRATFORD COND DECL FILED 5-18-79","Yes","12"
"RX-10780925","Residential","2773 S Ocean Boulevard 5050","517000.00","50434423040005050","2022-04-28","505000.00","363.57","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","21"
"RX-10766763","Residential","3170 S Ocean Boulevard 602s","3250000.00","50434426080026020","2022-04-27","2950000.00","1000.00","2950.00","3577.00","ENCLAVE OF PALM BEACH CONDO","Yes","63"
"RX-10785209","Residential","3460 S Ocean Boulevard 7160","525000.00","50434435060007160","2022-04-29","575000.00","464.08","1239.00","1400.00","CLARIDGES II CONDO","Yes","9"
"RX-10778869","Residential","2780 S Ocean Boulevard 110","699000.00","50434423120001100","2022-04-29","699000.00","540.18","1294.00","1294.00","AMBASSADOR II CORP","Yes","1"
"RX-10785392","Residential","3250 S Ocean Boulevard 303n","2499000.00","50434426030013030","2022-04-28","2450000.00","1289.47","1900.00","1900.00","DORCHESTER OF PALM BEACH CONDO","Yes","5"
"RX-10784072","Residential","2505 S Ocean Boulevard 303","379000.00","50434423010003030","2022-04-28","365000.00","463.19","788.00","904.00","PRESIDENT OF PALM BEACH CONDO","Yes","17"
"RX-10783605","Residential","2770 S Ocean Boulevard S502","7500000.00","50434423180025020","2022-05-02","7500000.00","1856.43","4040.00","5000.00","TWENTY SEVEN SEVENTY SOUTH OCEAN BLVD","Yes","4"
"RX-10784469","Residential","3450 S Ocean Boulevard 220","475000.00","50434435030002200","2022-04-29","412887.50","409.61","1008.00","1008.00","PATRICIAN OF PALM BEACH CONDO","Yes","13"
"RX-10788250","Residential","2780 S Ocean Boulevard 505","860000.00","50434423120005050","2022-05-02","859000.00","663.83","1294.00","1294.00","AMBASSADOR II CORP 2780 S OCEAN BLVD PALM BEACH FL","Yes","3"
"RX-10764750","Residential","3300 S Ocean Boulevard 406n","750000.00","50434426040014060","2022-05-04","790000.00","498.42","1585.00","1855.00","MERIDIAN OF PALM BEACH CONDO","Yes","34"
"RX-10781938","Residential","2773 S Ocean Boulevard 1170","575000.00","50434423040001170","2022-05-05","555000.00","399.56","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","14"
"RX-10774736","Residential","2774 S Ocean Boulevard 411","1099000.00","50434423110004110","2022-05-05","1120000.00","865.53","1294.00","1450.00","2774 SOUTH OCEAN INC CO-OP","Yes","4"
"RX-10782868","Residential","2840 S Ocean Boulevard 309","329900.00","50434423150003090","2022-05-10","320000.00","441.98","724.00","800.00","ROYAL SAXON INC","Yes","55"
"RX-10780080","Residential","2500 S Ocean Boulevard 3-C4","4375000.00","50434423070040260","2022-05-10","4068000.00","1570.65","2590.00","3300.00","TWENTY FIVE HUNDRED SOUTH OCEAN BLVD COND","Yes","3"
"RX-10779169","Residential","3300 S Ocean Boulevard 305n","1750000.00","50434426040013050","2022-05-13","1365000.00","552.63","2470.00","3100.00","MERIDIAN OF PALM BEACH CONDO","Yes","17"
"RX-10770659","Residential","3250 S Ocean Boulevard 306 S","1188000.00","50434426030023060","2022-05-16","1113000.00","636.72","1748.00","1748.00","The Dorchester","Yes","16"
"RX-10783663","Residential","3450 S Ocean Boulevard 802","470000.00","50434435030008020","2022-05-16","490000.00","489.02","1002.00","1062.00","PATRICIAN OF PALM BEACH CONDO","Yes","18"
"RX-10785863","Residential","3230 S Ocean Boulevard E210","395000.00","50434426010002100","2022-05-17","440000.00","374.14","1176.00","1176.00","LA RENAISSANCE","Yes","5"
"RX-10786000","Residential","2773 S Ocean Boulevard 207","525000.00","50434423040002070","2022-05-17","525000.00","377.96","1389.00","1389.00","CARLYLE HOUSE COND","Yes","2"
"RX-10789454","Residential","2840 S Ocean Boulevard 316","369900.00","50434423150003160","2022-05-20","360000.00","497.23","724.00","800.00","ROYAL SAXON INC","Yes","43"
"RX-10792887","Residential","3360 S Ocean Boulevard 3 Dii","2800000.00","50434435190020034","2022-05-20","2800000.00","1321.37","2119.00","2119.00","THIRTY-THREE SIXTY CONDO","Yes","3"
"RX-10776619","Residential","2780 S Ocean Boulevard 507","495000.00","50434423120005070","2022-05-20","440000.00","523.18","841.00","950.00","Ambassador II Corp","Yes","70"
"RX-10781051","Residential","2600 S Ocean Boulevard 402s","1599995.00","50434423060024020","2022-05-23","1600000.00","1070.23","1495.00","1600.00","TWENTY SIX HUNDRED COND","Yes","2"
"RX-10789993","Residential","2295 S Ocean Boulevard 409","1750000.00","50434414040004090","2022-05-23","1424062.50","726.93","1959.00","1959.00","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD","Yes","17"
"RX-10780661","Residential","2773 S Ocean Boulevard 2090","485000.00","50434423040002090","2022-05-24","445000.00","320.37","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","30"
"RX-10767625","Residential","2660 S Ocean 505 S Boulevard 505s","1995000.00","50434423080025050","2022-05-24","1995000.00","1050.00","1900.00","1900.00","BEACH POINT CONDO","Yes","21"
"RX-10781120","Residential","2100 S Ocean Boulevard 101s","5495000.00","50434414020021010","2022-05-25","5550000.00","1786.28","3107.00","3107.00","TWENTY ONE HUNDRED CONDO - SLOANS CURVE","Yes","4"
"RX-10760592","Residential","3100 S Ocean Boulevard 105-S","3200000.00","50434426090021050","2022-05-23","2900000.00","995.53","2913.00","3913.00","PALM BEACH HAMPTON CONDO","Yes","124"
"RX-10780604","Residential","2000 S Ocean Boulevard 204s","4950000.00","50434411050022040","2022-05-27","4653000.00","1418.59","3280.00","3280.00","TWO THOUSAND CONDO","Yes","14"
"RX-10785027","Residential","3300 S Ocean Boulevard 403-S","3800000.00","50434426040024030","2022-05-25","3700000.00","1684.88","2196.00","3060.00","MERIDIAN OF PALM BEACH CONDO","Yes","12"
"RX-10775858","Residential","3100 S Ocean Boulevard Ph 607-S","7995000.00","50434426090026070","2022-05-31","7380000.00","1536.22","4804.00","5794.00","PALM BEACH HAMPTON CONDO","Yes","9"
"RX-10779463","Residential","3000 S Ocean Boulevard 306","6950000.00","50434426110193060","2022-05-31","6650000.00","1789.07","3717.00","3717.00","BELLARIA CONDO","Yes","19"
"RX-10794901","Residential","2100 S Ocean Boulevard 606s","3888000.00","50434414020026060","2022-06-01","3908888.00","1567.31","2494.00","2638.00","2100 Cond at Sloans Curve","Yes","3"
"RX-10790280","Residential","2760 S Ocean Boulevard 213","575000.00","50434423160005140","2022-06-01","525000.00","520.31","1009.00","1140.00","REGENCY OF PALM BEACH INC 2760 S OCEAN BLVD PALM BEACH FL","Yes","28"
"RX-10770583","Residential","2760 S Ocean Boulevard 512","420000.00","50434423160005120","2022-05-16","390000.00","388.83","1003.00","1130.00","REGENCY OF PALM BEACH INC","Yes","88"
"RX-10778286","Residential","2778 S Ocean Boulevard 207n","700000.00","50434423100012070","2022-05-12","675000.00","368.85","1830.00","2107.00","Sutton Place","Yes","14"
"RX-10770458","Residential","3100 S Ocean Boulevard Ph 705n","8495000.00","50434426090017050","2022-06-07","8065000.00","1670.81","4827.00","4827.00","PALM BEACH HAMPTON CONDO","Yes","15"
"RX-10772584","Residential","2774 S Ocean Boulevard 803","1550000.00","50434423110008030","2022-06-08","1412500.00","991.22","1425.00","1620.00","AMBASSADOR SOUTH DEV CORP","Yes","106"
"RX-10793268","Residential","3100 S Ocean Boulevard 402s","2995000.00","50434426090024020","2022-06-10","2850000.00","1270.05","2244.00","2566.00","PALM BEACH HAMPTON COND DECL FILED 4-26-85 IN","Yes","21"
"RX-10807448","Residential","9 Sloans Curve Drive","5300000.00","50434411070000090","2021-04-15","5300000.00","1389.98","3813.00","5086.00","RESIDENCES AT SLOANS CURVE","Yes","104"
"RX-10778999","Residential","3100 S Ocean Boulevard 102n","2300000.00","50434426090011020","2022-06-10","2100000.00","935.82","2244.00","3000.00","PALM BEACH HAMPTON COND DECL FILED 4-26-85 IN","Yes","66"
"RX-10766986","Residential","3170 S Ocean Boulevard S501","1200000.00","50434426080025010","2022-03-09","1200000.00","510.63","2350.00","2840.00","ENCLAVE OF PALM BEACH CONDO","Yes","6"
"RX-10732964","Residential","2780 S Ocean Boulevard 109","650000.00","50434423120001090","2022-06-15","665000.00","513.91","1294.00","1294.00","AMBASSADOR II CORP","Yes","114"
"RX-10797255","Residential","3230 S Ocean Boulevard E410","527777.00","50434426010004100","2022-06-15","500000.00","425.17","1176.00","1176.00","LA RENAISSANCE","Yes","16"
"RX-10784073","Residential","2100 S Ocean Boulevard 502-S","3295000.00","50434414020025020","2022-05-25","3410000.00","1429.76","2385.00","2385.00","2100 COND AT SLOANS CURVE","Yes","7"
"RX-10790853","Residential","3100 S Ocean Boulevard 501n","2600000.00","50434426090015010","2022-06-17","2450000.00","935.82","2618.00","2979.00","PALM BEACH HAMPTON CONDO","Yes","47"
"RX-10795511","Residential","2295 S Ocean Boulevard 220","569000.00","50434414040002200","2022-06-20","575000.00","515.69","1115.00","1234.00","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD","Yes","8"
"RX-10774207","Residential","3140 S Ocean Boulevard 506n","1395000.00","50434426050015060","2022-06-15","1300000.00","585.58","2220.00","2220.00","CARLTON PLACE","Yes","15"
"RX-10797710","Residential","2295 S Ocean Boulevard 411","625000.00","50434414040004110","2022-06-24","615000.00","394.48","1559.00","1559.00","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD","Yes","17"
"RX-10800122","Residential","3200 S Ocean Boulevard D203","749900.00","50434426020042030","2022-06-29","749900.00","436.24","1719.00","1719.00","THIRTY TWO HUNDRED CONDO","Yes","3"
"RX-10799001","Residential","2295 S Ocean Boulevard 522","649000.00","50434414040005220","2022-06-29","649000.00","416.29","1559.00","1559.00","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD","Yes","4"
"RX-10787739","Residential","2295 S Ocean Boulevard 721","895000.00","50434414040007210","2022-06-30","845000.00","814.06","1038.00","1050.00","Harbour House","Yes","23"
"RX-10780987","Residential","3100 S Ocean Boulevard 406n","8195000.00","50434426090014060","2022-06-30","7445850.00","1490.66","4995.00","5678.00","Palm Beach Hampton","Yes","45"
"RX-10802056","Residential","3475 S Ocean Boulevard 2050","475000.00","50434435020002050","2022-07-01","375000.00","268.81","1395.00","1395.00","LA BONNE VIE CONDO","Yes","14"
"RX-10770785","Residential","2773 S Ocean Boulevard S 116","499000.00","50434423040001160","2022-07-01","489000.00","352.05","1389.00","1500.00","Carlyle House Condo","Yes","16"
"RX-10791959","Residential","3450 S Ocean Boulevard 6070","459900.00","5043443503000","2022-07-06","459900.00","356.51","1290.00","1290.00","The Patrician","Yes","0"
"RX-10816131","Residential","2275 S Ocean Boulevard 209a","749000.00","50434414010032010","2021-07-19","749000.00","765.85","978.00","978.00","REEF COND","Yes","-232"
"RX-10786604","Residential","3456 S Ocean Boulevard 2060","930000.00","50434435050012060","2022-07-18","825000.00","585.10","1410.00","1410.00","CLARIDGES I CONDO","Yes","37"
"RX-10817867","Residential","2275 S Ocean Boulevard 303a","723000.00","50434414010033030","2021-07-23","763450.00","473.02","1614.00","1780.00","Reef Condo","Yes","140"
"RX-10794604","Residential","3140 S Ocean Boulevard 106n","1695000.00","50434426050011060","2022-07-20","1600000.00","720.72","2220.00","2220.00","CARLTON PLACE CONDO","Yes","52"
"RX-10801763","Residential","3475 S Ocean Boulevard 4140","675000.00","50434435020004140","2022-07-25","660000.00","473.11","1395.00","1395.00","LA BONNE VIE CONDO","Yes","18"
"RX-10810704","Residential","3460 S Ocean 2150 Boulevard 215","549000.00","50434435060002150","2022-07-29","520000.00","367.23","1416.00","1746.00","CLARIDGES II CONDO","Yes","22"
"RX-10779422","Residential","2100 S Ocean Boulevard 108s","4995000.00","50434414020021080","2022-08-01","5550000.00","1786.28","3107.00","3107.00","TWENTY ONE HUNDRED CONDO - SLOANS CURVE","Yes","9"
"RX-10794587","Residential","3140 S Ocean Boulevard 202s","1750000.00","50434426050022020","2022-08-02","1700000.00","765.76","2220.00","2220.00","CARLTON PLACE CONDO","Yes","16"
"RX-10805144","Residential","3100 S Ocean Boulevard 501s","8900000.00","50434426090025010","2022-08-03","8500000.00","1702.04","4994.00","5616.00","PALM BEACH HAMPTON CONDO","Yes","5"
"RX-10804652","Residential","2195 Ibis Isle Road 7","975000.00","50434415220000070","2022-08-04","975000.00","672.41","1450.00","1450.00","Villa Lac Beau-Ibis Isle","Yes","7"
"RX-10800499","Residential","2840 S Ocean Boulevard 419","399900.00","50434423150004190","2022-08-04","395000.00","417.54","946.00","1011.00","ROYAL SAXON INC","Yes","41"
"RX-10803089","Residential","3440 S Ocean 205 N Boulevard 205 N","2295000.00","50434435180012050","2022-08-08","2050000.00","1086.95","1886.00","1886.00","HALCYON OF PALM BEACH","Yes","31"
"RX-10786633","Residential","2275 S Ocean Boulevard 307a","1895000.00","50434414010033070","2022-08-10","1850000.00","1146.22","1614.00","1614.00","REEF CONDO","Yes","71"
"RX-10786617","Residential","2860 S Ocean Boulevard 103","359000.00","50434423030001030","2022-08-09","310000.00","306.32","1012.00","1200.00","LA PALMA CONDO","Yes","108"
"RX-10763768","Residential","3450 S Ocean Boulevard 323","535000.00","50434435030003230","2022-06-08","465000.00","310.82","1496.00","1496.00","PATRICIAN OF THE PALM BEACH","Yes","151"
"RX-10792276","Residential","3200 S Ocean Boulevard B202","649000.00","50434426020022020","2022-08-11","615000.00","450.21","1366.00","1366.00","THIRTY TWO HUNDRED CONDO","Yes","102"
"RX-10781454","Residential","3200 S Ocean Boulevard B303","880000.00","50434426020023030","2022-08-15","852500.00","577.57","1476.00","1476.00","THIRTY TWO HUNDRED CONDO","Yes","164"
"RX-10811394","Residential","2840 S Ocean Boulevard 4180","439000.00","50434423150004180","2022-08-16","425000.00","449.26","946.00","1011.00","ROYAL SAXON","Yes","15"
"RX-10807978","Residential","3140 S Ocean Boulevard 402 N","1750000.00","50434426050014020","2022-08-16","1675000.00","754.50","2220.00","2520.00","Condo","Yes","10"
"RX-10825441","Residential","3250 S Ocean Boulevard 508n","850000.00","50434426030015080","2021-07-30","850000.00","575.10","1478.00","1478.00","DORCHESTER OF PALM BEACH COND DECL FILED 1-19-79","Yes","111"
"RX-10797429","Residential","3120 S Ocean Boulevard E 2 602","1860000.00","50434426070026020","2022-08-18","1750000.00","700.84","2497.00","2497.00","THIRTY ONE TWENTY CONDO","Yes","69"
"FX-10332724","Residential","2760 S Ocean Boulevard 314","710000.00","50434423160003140","2022-08-08","710000.00","617.39","1150.00","","Regency of Palm Beach","Yes","5"
"RX-10793126","Residential","2660 S Ocean Boulevard 103w","3995000.00","50434423080031030","2022-08-01","3750000.00","1285.12","2918.00","2918.00","BEACH POINT CONDO","Yes","27"
"RX-10791454","Residential","2660 S Ocean Boulevard 103w","3995000.00","50434423080031030","2022-08-01","3750000.00","1285.12","2918.00","4400.00","BEACH POINT COND DECL FILED 5-31-79","No","23"
"RX-10800624","Residential","2600 S Ocean Boulevard 501n","3100000.00","50434423060015010","2022-08-26","2900000.00","1364.70","2125.00","2902.00","TWENTY SIX HUNDRED CONDO","Yes","66"
